ID_val,Verbatim,Area,SubArea
16212,"(Copied from AEN97): Sirius Satellite Radio will intermittently cut out. Dealer offered to replace antenna, but I have yet to schedule appointment to do so.",XM Radio,Poor Reception
12253,"The BMW system and Apple interface is difficult to use, especially during driving times.",Display,DTU
14090,"phone does not pair, it's not clear to me if I have an incorrect setting or not",Bluetooth,Won't/Slow Pair
14722,sometimes it can't find my phone and I'm unable to use Bluetooth,Bluetooth,Won't/Slow Connect
13050,I paired my phone and music.  It recognized my playlist at first and now states there is no playlist.,Bluetooth,Audio Streaming/Distortion
11455,It is exasperating. Need to cancel and restart a lot.,Voice Recognition,DTU
6175,Doesn't recognize simple requests,Voice Recognition,Poor Recognition
18553,Parking warning alert is inconsistent and loud at times,Not PPEC 7,Other
754,"located in the small compartment between the console, it is 'up and under' and hard to plug the device into.  also there is no place to sit the device (phone) that it doesn't fall down onto the floor while driving.  There is no repair to make, just a poor placement at manufacturer.",USB/Aux In,Poor Location
11950,"When I go to insert an address that I'm going to--did not understand if It wanted my address where I'm starting from or address I'm going too.  So I had someone to help me w/it.  Instructions should be clear and easy.  Voice command should plainly announce the street/exit/road, etc that you are to turn/or exit onto.  Design flaw not a dealer fix it problem. (Copied from FCD97): The cup holder is too close to the driver's arms.  Hard to drive when you have a cup in the holder.  The open storage that's behind the instrument panel needs a backing of some sort.  If you place items there, like sunglasses or etc., when I turn a curve they slide out onto the floor.  The Navigation system is troublesome to follow while driving.  The audio voice on that should call out the streets & exits that I am to turn onto.  I have to look at the navigation to see what street or exit I should take--very dangerous when driving.  It should show as well as announce.  This is not something a dealer can repair.",Navigation,Destination Input
2894,They should just allow apple car play or android auto rather than try to supply their own program; software design is similar to those from 10 years ago,Navigation,Customer Expectation
3621,Navigating to solve the pairing issue is difficult. The product probably works correctly.  We just have difficulty syncing our two phones with the car.,Bluetooth,DTU
6979,"My voice is not readily understood. Particular problem with my pronunciation of """"Yes""""; it just doesn't get it unless I drop my voice about 2 octaves and almost """"sing"""" the word.",Voice Recognition,Poor Recognition
5658,Will not connect by voice command at all times. (Copied from AEN97): Sometimes hard to connect phone with voice activation (signal not strong enough?),Voice Recognition,Poor Recognition
7127,"Navigation does not recognize many locations, confuses commands and is difficult to use.",Voice Recognition,Poor Recognition
16248,(Copied from AEN97): Sirius satellite radio doesn't always interface properly.,XM Radio,Poor Reception
12029,not happy with service department,Other,Not Enough Info
20684,"As commented in last comment box. (Copied from AEN97): No other issues, except it is an inconvenience when I have a passenger in my car and the way to connect to Bluetooth and the car will not allow it.  Also if I plug my phone in to charge whilst I'm on Bluetooth, the car will think I'm plugging it in for the auxiliary and will not play unless I unloug it from my phone. Only happens sometimes",Bluetooth,Customer Education
1807,disconnects on its own,Bluetooth,Connection Loss
9810,"At random times , when asked to dial a conZZZt, it tells me a person is not in my conZZZts. Same command then works at another time.",Bluetooth,Phonebook
12816,Subwoofer rattled after a couple of weeks - returned to dealer - improved but not perfect,Audio,Vibration/Rattle
13322,Not one single station comes in clearly.  Annoying,Radio,Poor Reception
8632,NO IMPROVEMENT AFTER I 'VOICE TRAINED' THE SYSTEM.,Voice Recognition,Poor Recognition
16496,"most of the time, it reports that traffic information is not available",Navigation,Traffic Info
12337,"An address in my conZZZts *phone is paired with CUE) cannot be found in spite of the fact it has found it before.  This happens on several addresses.  The dealer checked and the addresses are entered correctly.  As well, GPS on my phone has no issues finding/directing me to the address/es.",Navigation,Out Dated
8081,"Since I do not have a 'smart phone', I cannot use the voice command for some options, ie. navigation or audio system. When I attempt to use it to make a phone call, my words are frequently misinterpreted.",Voice Recognition,Poor Recognition
8493,When request is mad what is provided in not even close to what I person I am trying to connect with.,Voice Recognition,Poor Recognition
12892,Subwoofer in the trunk rattles and it's a common problem (Copied from AEN97): Subwoofer rattles in the trunk,Audio,Vibration/Rattle
12103,Too complicated to operate while driving,Other,Not Enough Info
17055,"When there is road work, the navigation system cannot direct me to another route and i have to use google map.",Navigation,Route Guidance
16715,The operation is simple but understanding how to open vs tilting is something I need to fumble around every time I try to use it. Basically is not intuitive enough.,Sunroof Switch,DTU
18493,(Copied from DEXP97): A front sensor quit working within a few weeks of purchase. XX STILL has not fixed this problem.,Not PPEC 7,Other
18522,"(Copied from AEN97): Th trip and charge log no longer keeps track of all the trips.  It was still capable of tracking all of the charging times, but the trip logs are mostly missing or inaccurate.",Not PPEC 7,Other
8230,If you speak normally it doesn't understand. If you speak slowly it responds before you finish,Voice Recognition,Poor Recognition
2400,Bluetooth connectivity with my iPhone rarely works.,Bluetooth,Connection Loss
9189,I do not like the navigation system. It doesn't respond quickly and accurately. I resort to using Siri on my phone which is much more accurate.,Voice Recognition,Poor Recognition
2697,audio system does not recognize USB or AUX devices when plugged in.,USB/Aux In,Device Not Recognized
21081,Not a good location to easily turn on or off,Additional Switches,Poor Location
20014,will not power up phone charger,Power Outlet,Not Functioning
1427,Connectivity is occasionally lost while driving,Bluetooth,Connection Loss
16543,You can not tell it which bluetooth device is the primary. So it will connect with the first one alphabetically,Bluetooth,Customer Expectation
15974,"When on navigation, hard to skip to next song. NOT intuitive and takes too many steps",Radio,DTU
18062,"The car is equipped with Apple Car Play, one of the big reasons I bought it, but sometimes when I plug the lightning cable into my iPhone the car does not recognized I have done this and the phone does not engage the CarPlay software on the car's Navigation screen. I have to try a multitude of different things to try to get the CarPlay software to engage. The iPhone is chrged and working fine and most of the time when I plug the lightning cable from the car into the phone the CarPlay interface comes up after a moment, but I'd say 10% to 15% of the time the CarPlay interface does not engage.",Apple Car Play,Stability
11653,unable to get an address in the system,Navigation,Destination Input
14538,In the center cluster the time is not always visible.,Driver Notifications,Customer Expectation
18919,Mouse control is too hard to easily use,Steering Wheel Controls,DTU
7409,"I try to use hands free all of the time, and about once out of every ten times trying to use it, it just acts like I never said anything.",Voice Recognition,Poor Recognition
222,"USB drives are in the way of other things in the center console, or if other things are in the console first, it is difficult to insert the USB drive.",USB/Aux In,Poor Location
2369,"At various times, the system will change on its own, from my Ipod to the radio or Bluetooth without my touching any dials (panels)    this happens upon engine shut off and re-start.  You then have to unplug the device and wait, then plug in again and play with the control panel until the device is recognized.",Bluetooth,Connection Loss
8525,"Often, i did not recognize my voice. i was told it was an intuitive system when i purchased the vehicle, but it doesn't seem to be. Also, when you start the vehicle, the satellite sirius radio does not allow you to change channels for a few minutes after starting the vehicle. Hopefully, a song you like is on when you start the vehicle. have not mentioned these little problems since i've had so many bigger problems.",Voice Recognition,Poor Recognition
5023,when wanting to the system to call a person I say the name and it doesn't recognize the name it gives other options.  it's annoying,Voice Recognition,Poor Recognition
6964,When I first tried to get it to recognize my voice at the dealership. Have not tried to use it since. Daughter was able to connect her phone and get it to work with that. I probably just need to learn how to use it better.,Voice Recognition,Poor Recognition
18520,the bulb blew about 40 days after purchase.,Not PPEC 7,Other
11886,The touch control is so sensitive a slight tremor of the hand leads to a incorrect entry and often a necessity to start over. The controls sensitivity is the problem.,Navigation,Destination Input
20799,"Thjs may be me getting used to the car, but it just seems inconvenient to have the start/stop down below the gear shift on the center counsel.",Ignition Switch,Poor Location
20064,presets are too difficult to set up,Radio,Presets DTU
12973,"No audio playback, shows vehicle paired and media is playing on phone but no sound comes out from speakers.",Bluetooth,Audio Streaming/Distortion
19822,"Generally feels good, but if it is activated without the steering wheel being turned it is extremely hard to get it to turn off â€” flipping it slightly to the other direction but not all the way (back to the middle)  should accomplish this, but in the RDX, the middle position that is recognized by the car is about 1mm wide and is very hard to find.",Turn Signal Switch,DTU
6029,doesn't find station on sirius or names for calling on phone,Voice Recognition,Poor Recognition
20193,"(Copied from AEN97): The steering wheel controls don't control the radio like they are suppose to(Copied from INT97): The controls on my steering wheel do not work the radio, they seem to be all mixed up",Radio Interaction,Steering Wheel Controls
8074,too many steps to  go thru..too many corrections needed,Voice Recognition,Poor Recognition
12925,"my phone has Pandora there, when I start my car then try to use Pandora to listen to music, the connection doesn't work. It's difficult to let me enjoy the music when I driving.",Bluetooth,Audio Streaming/Distortion
15697,Very hard to understand set up my phone navigation also my music8 (Copied from AEN97): Very difficult to understand how to set it up,Radio,DTU
16694,The controls have icons on them which are hard to interpret.,Sunroof Switch,DTU
2822,I will not use it anymore. Even the dealer recommended using the navigation on my phone instead!,Navigation,Customer Expectation
4716,The voice command is unable to follow or learn my speech pattern. Initially it worked great! It still does work ok however it seems to misunderstand more now than before. E.g think I said call a different number than what I was intending to call,Voice Recognition,Poor Recognition
19331,Not necessarily broken but just really poor quality,Audio,Bad sound Quality
6989,does not recognite names and also it asks to pick a number on the screen and that does not come up on the screen.,Voice Recognition,Poor Recognition
10325,"This is for all navigation systems on Lexus. I typically donâ€™t bother using it, but rather use my phone.",Navigation,DTU
19836,"(Copied from FCD97): The backup/park assist feature:  It will only beep/alert when there is a moving object.  If I am backing into a space with something already in there (such as a wall, another car) it will not alert as I move closer to that object.  My last car, with this feature, did alert me as I approached stationary objects.Turn Signal:  seems to be a bit too sensitive.  If I signal that I am turning but first have to enter a turning lane, the signal shuts off once I have veered into the turning lane.  I then have to re-activate the turn signal to let traffic know that I am also turning.",Turn Signal Switch,DTU
6403,"(Copied from FCD97): The Navigation is funky. I will type in local places and it directs to me places out of state. The Voice command doesn't usually understand me either. The navigation takes so long to use I end up just using my phone for navigation, which is a disappointment.",Voice Recognition,Poor Recognition
5194,I can say 'call mom' and it dials 'Monica',Voice Recognition,Poor Recognition
6974,Does no recognize addresses,Voice Recognition,Poor Recognition
1648,"The problem is actually with my apple watch (I can make calls on it even when my phone is not close by).  I get an authorization code... where they seem to recognize each other, but then it times out on actually pairing.",Bluetooth,Connection Loss
9790,Problem with Apple iPhone 8 phonebook pairing,Bluetooth,Phonebook
17006,On a recent trip I wanted to stay on a toll road but the navigation system kept trying to move me (there were no delays on the toll road). (Copied from AEN97): Been to see the Genius numerous times as the electronic system is very complicated.,Navigation,Route Guidance
20727,My wife has a Samsung Galaxy Note Five. It works most of the time but is very unreliable. She read on the internet that her phone is not compatible with the Mustang. It causes the computer in the car to reset frequently. The whole computer system blanks out then comes back on. The receiver out of the car hears a buzzing noise then cuts out. Phone call is lost. Wish there was an upgrade for her to use her phone.,Bluetooth,Compatibility
19601,"The clock will display the time when the vehicle was last turned on. After driving the vehicle about a minute, the clock fixes itself to the accurate current time.",Driver Notifications,Wrong Time/Date
7437,It seems to not understand what I say at times,Voice Recognition,Poor Recognition
19927,"Controls should be moved forward a little bit.  Every time I try and open/close front windows, I accidentally open/close rear windows instead.  Others who've drive my car have experienced the same problem.  Also, the function that allows you to fully toggle and then release the control to make the window open/close fully without keeping finger on the control is far too sensitive.  I want to open/close window just a bit, but always opens/closes completely automatically.  Other drivers have said they experience the same problem.  Extremely frustrating!",Window Switch,Poor Location
2056,Drops conZZZts and disconnects.,Bluetooth,Connection Loss
4293,"The problem is minor in nature and on an infrequent basis.   The voice recognition can't distinguish between the names Mandy and Andy.  One day it took me five tries to get to the name Andy.  Have NEVER called Mandy from the car.  My 2015 Buick Encore had a much better system, to point of being almost intuitive.  Not sure what happened with the system in the 2018 Buick Encore.",Voice Recognition,Poor Recognition
4690,(Copied from AEN97): Sometimes the Lady just doesnâ€™t get when I ask her for direction or POI.   A couple of times she did not find the place & I was real close to it .  Says she canâ€™t find it.  I look at the address that I gave her & it is the correct address.,Voice Recognition,Poor Recognition
16339,"(Copied from AEN97): The set up is hard, I mean the menu, I was trying to play the audio with front speakers instead of back speakers, so I was trying to turn off the back speakers,the setup was difficult.",Radio,Other
7604,I have to have my phone plugged in and it will take the commands from my phone but not without it.,Voice Recognition,Poor Recognition
3586," (Copied from FCD97): Hands free functions, such as blue tooth and audio, are cumbersome and inconsistent in operation, just like keyless entry.",Bluetooth,DTU
20802,(Copied from DEXP97): Start/stop button in bad spot. I've accidentally pressed it while in drive and the car shuts off.,Ignition Switch,Poor Location
5958,does nit recognize street names and cities,Voice Recognition,Poor Recognition
17826,There's no way to completely shut off lights,Lighting Switch,DTU
10605,(Copied from AEN97): navigation not easy to operate,Navigation,DTU
18569,"The collision detection system seems touchy and is triggered by parked cars on the side of the road on particular roadways.  One way I have imagined improving this system is to give it learning capabilities.  When taking a particular route and experiencing the same false trigger repeatedly, the user should have a way to instruct the system that it was a false alarm, or the vehicle should 'learn' from experience that no collision occurred and that it might be falsely alarming at particular locations due to the roadway configuration.  It's getting so annoying that I'd like to either turn off the feature, or avoid particular routes to avoid the predictable alarm. (Copied from DEXP97): The collision detection system is triggered by parked vehicles on occasion, particularly on curved roads.  It seems jumpy.",Not PPEC 7,Other
19291,sounds like a distorted or loose speaker in rear cargo area. Will take back to dealership soon,Audio,Bad sound Quality
8674,it gives wrong names or the Scout doesn't understand my address,Voice Recognition,Poor Recognition
14905,connecting is sporadic,Bluetooth,Won't/Slow Connect
7017,"doesn't matter how loud the volume is or how much I enunciate the name, 75% of the time, it doesn't recognize the name",Voice Recognition,Poor Recognition
7018,just doesn't understand commands whether it's spoken slowly or fast. only got 800 miles on car need to put more miles on to understand if the problems will continue,Voice Recognition,Poor Recognition
361,Ports are located in center at rest.,USB/Aux In,Poor Location
3429,(Copied from AEN97): The navigation system does not update per the traffic delays around the driving area. Also the CarPlay feature sometimes delays and does not work properly. Also it will connect anytime you touch the phone even if you do not want it to engage.,Navigation,Route Accuracy
12190,Sound will turn off even though I am not using or have been using my iphone in the car and I have to completely turn off my I phone before the sound turns back on. Then turn my iphone back on and the sound returns. Nav system assumes the address given is in the state you are in and doesn't request the state initially.,Navigation,Volume
15760,"It's too confusing.  Even after figuring out  how to change a station, it's very difficult to tune to a specific station on the radio or satelitte radio. (Copied from INT97): The user interface for all the electronic features (radio, nav, climate control, etc) is poorly designed and takes a very long time to boot up.",Radio,DTU
4968,This is not unique to Genesis.  Experienced similar problems with Cadillac and Lexus.,Voice Recognition,Poor Recognition
16686,Could be better with 2 buttons or button that is more intuitive in use.,Sunroof Switch,DTU
16680,"Basically, it is one switch that controls everything. It takes a lot of practice to figure out where to put your finger and which way or the amount of pressure to apply.",Sunroof Switch,DTU
20051,"I cannot understand the written instructions in the owner's manual regarding how to 'pre-set' certain channels, and it seems that some are already pre-set, but I don't know how to call them up automatically.  Also, the steps to navigate Sirius are multiple, and difficult to understand.",Radio,Presets DTU
12593,Streets that we were riding on were not being shown on the map.,Navigation,Out Dated
16830,Can't seem to hook up phone navigation to car.,Android Auto,Stability
20622,(Copied from AEN97): The system will lock up from time to time. It resets itself under some condition. I have read various boards/blogs online and see that this is a bit of a problem and have not yet given the dealer an opportunity to address.,Radio,Reset
6146,"the voice command is very hard to use, does not recognize commads",Voice Recognition,Poor Recognition
18808,"Center display not working, nav, clock, radio.",Display,Black Screen
4679,Bluetooth sometimes works and sometimes doesnt.  Have not been able to voice command a call out even though it says it has downloaded my conZZZt list,Voice Recognition,Poor Recognition
15920,"As stated previously just hard to maneuver the menu and step by step way to get what I need, etc. (Copied from FCD97): Specifically how to control the sound system.  Never figured out Sirius Radio system - but never really took time to understand.  At delivery was really excited about having it but then just too """"techie"""" to figure it out - took too much time.  Time that I did not have nor was I willing to invest in it.",Radio,DTU
8517,Not a terrible system but it does happen occasionally,Voice Recognition,Poor Recognition
14839,"I switched from an Android phone to an iPhone 2 weeks ago because the Sync3 works better with Apple products.  If I connect by a wire the systems works perfectly with all the bells and whistles.  If I rely on blue tooth the phone does not connect at all.  And yes, blue tooth is enable on the phone but the phone and car will not see each other.",Bluetooth,Won't/Slow Connect
3166,I passed the street in question and turned after missing the street requested. (Copied from AEN97): As mentioned before i have seen mistakes with other GPS system so I am not holding that against my dealer!,Navigation,Route Accuracy
15712,Hard to navigate radio while driving. Prefer touch screen to what I have,Radio,DTU
20311,it frequently becomes un-paired and I have to re-pair it.,Bluetooth,Pairing Loss
13237,"Programing the Home Link Garage Door Opener was more difficult than any other Home Link system I've ever used.  When clearing out the home link using buttons 1 and 3, the blink patterns did not correlate to the Drivers Manual.  Trial and error over an hour finally got lucky and was able to program the rolling code garage door opener.  Trust me, I've done this on at least 10 cars over 17 years (some cars on multiple houses), this was the least user friendly.",Not PPEC 7,Garage 
5181,"I have a British accent which may be why the audio system very frequently does not recognize names when I am trying to use the phone system. But how does it, in any accent, confuse the name Kalinowski with White?????  I have not tried to enter an address verbally as the car's lack of understanding me is already very frustrating.",Voice Recognition,Poor Recognition
17499,GPS and radio stopped working exactly one month after taking delivery.,Navigation,Not Functioning
19831,Too sensitive to touch...difficult to get it to stop blinking after a lame change has been made and I try to turn it off.,Turn Signal Switch,DTU
14861,"at times, will not recognize my cell phone. after trying once or twice it will recognize it.",Bluetooth,Won't/Slow Connect
20695,Does not readily recognize the appropriate phone device.,Bluetooth,Compatibility
13245,Programming garage door opener,Not PPEC 7,Garage 
16491,Does not give up to date real time map information and best accurate routes. Need to sync with satellite rather than programmed memory that is out of date.,Navigation,Traffic Info
19566,cant correct time,Driver Notifications,Wrong Time/Date
10317,"Very difficult to make it work, went back to dealer twice no help that I understood. system designed for a tech nerd not an everyday person. My garmin does a better job",Navigation,DTU
14553,you need to perform 5 functions to change the time on an analog clock,Driver Notifications,Customer Expectation
5652,sorry I have it  poor quality,Voice Recognition,Poor Recognition
5107,I have been set to the wrong place 15 miles in wrong direction. And it seems to never get the location right when I say to find it.,Voice Recognition,Poor Recognition
20025,"Tried to use plug in feature for phone, through lighter, but could not get it to work.",Power Outlet,Not Functioning
18091,In a very tight area.,Power Outlet,Poor Location
19645,The daylight savings time setting keeps turning itself on or off so the clock is off an hour - happens about once a month.,Driver Notifications,Wrong Time/Date
8588,Poor reception. Frustrating,Voice Recognition,Poor Recognition
8847,Main problem is voice activation system related,Voice Recognition,Poor Recognition
17138,Doesn't work well with my iPhone,USB/Aux In,USB Not Functioning
19997,"It will turn off and on, one day will work fine and the next it won't even turn on. This is the plug at the very front, under the console.",Power Outlet,Not Functioning
2517,(Copied from INT97): Bluetooth connectivity is spotty and sometimes the backup camera does not activate when in reverse.,Bluetooth,Connection Loss
14687,(Copied from FCD97): My center console display locks up sometimes.  I've been too busy with work to take it in the shop but plan on taking it in the next couple of days.,Display,Freezes/Locks Up
729,I think the center console is a bad spot for these ports.,USB/Aux In,Poor Location
13019,I hate that my radio will be playing and then randomly it just switches to my phone music and I didn't even want it to. so annoying,Bluetooth,Audio Streaming/Distortion
17753,"Initially, hard to understand location of the controls and the use of the headlights.",Lighting Switch,DTU
16972,The GPS has no idea how to navigate some roads when merges happen.,Navigation,Route Guidance
492,Donâ€™t like the tilting glove box,USB/Aux In,Poor Location
16094,XM looses signal in places that my previous vehicle did not.,XM Radio,Poor Reception
13342,Radio reception is not as good as my Subarus I own(ed)/,Radio,Poor Reception
3613,does not work as easy as my previous vehicle............. both from XX,Bluetooth,DTU
14073,When I first purchased the vehicle. The vehicle would automatically pair with my iPhone. Then play music. Now I have to manually  Pair the phone. When I exit the vehicle with my phone it does not automatically pair up when I re enter. (Copied from FCD97): Blue tooth no longer connects automatically. Turns on then turns off. I have to. Turn on manually.,Bluetooth,Won't/Slow Pair
9289,"I uploaded all of my conZZZts from my iPhone.  However, when I ask for an address only park of the conZZZt shows up on the screen.  I asked the dealer about this and he said I had to manually input the rest of the address into the car's system.  This, of course, is impossible while driving.  I have given up on the car's navigation system and use the Waze system in my iPhone.  It works much better and is easier to follow the verbal instructions.    Also, the audio commands for the phone system are hard to use.  I call out a name and usually get a respond that is irrelevant.",Voice Recognition,Poor Recognition
20399,"Vehicle does not have an aux plug, which is unthinkable nowadays! The Ford sync system is not all that great - I want my aux port back!",USB/Aux In,Customer Expectation
16168,(Copied from AEN97): XM radio cuts out due to cell frequency.,XM Radio,Poor Reception
15002,"it connects the first time, however when connecting a second device, they both stay connected after 3 trips the first device disconnects and wont connect again unless is erased form the system and reconnected.",Bluetooth,Won't/Slow Connect
19974,• The control panel for the windows on the driver side door is to far forward.  Often times you have to lean forward to reach the controls on the door for the windows.  This should be accessible without having to lean or move your entire body forward.,Window Switch,Poor Location
14993,frequent connectivity issues which were partially corrected by dealer but still occurs,Bluetooth,Won't/Slow Connect
12205,The same criticism for the heating/AC system applies here.  The touchscreen is difficult to use and very distracting.,Display,DTU
20731,"I have a flip phone LG that is apparently not recognized, but was on my previous Infiniti",Bluetooth,Compatibility
11800,"I'll say, """"Drive me to West Linn High School"""" and I get the West Linn part okay, then the problems begin.  Once it goes astray, there's no turning back.  It's so frustrating that I've stopped using it entirely and use my iPhone instead, which has none of these problems.  I speak the same way to it, and in my wife's X5 and have zero problems, so I don't think it's me or the way I speak, I think it's a problem with the system.  When presented to dealer, he says, """"Yeah, these voice commands are kind of a black art"""" which not only confused me, but made me feel that he didn't know what he was talking about, although his business card said he was an Audi specialist.",Navigation,Destination Input
12244,It's not the port that is the problem.  I just find the screen is not as easy to use as the one I had in my Mercedes.,Display,DTU
11872,"Driver must look at the navigation screen and use the touch pad to perform steps needed, and this takes your eyes off the road. Touchpad is glitchy and jumpy. Voice commands are often misunderstand when trying to enter addresses.",Navigation,Destination Input
15823,Just overly complicated,Radio,DTU
15442,"wont connect sometimes when I start the car. if I am in the car and have to go back into the house, I leave the car running, it will disconnect form the car and when I get back in it wont reconnect.",Bluetooth,Won't/Slow Connect
20273,"(Copied from AEN97): The Sync system doesn't remember my ipod and has to pair it each time I start the truck.  Also, it doesn't remember my conZZZts on my iphone sometimes and will suddenly re-download them.",Bluetooth,Pairing Loss
11683,"I only use voice commands, I did/do not know or can not determine how to use the touch screen to punch in information.  The voice asked for an address, it is never even close on the first couple of attempts.  I give it 1211 Wildwood Road Duluth Ga.  it says did you say 12445 Summertown Blvd Ottawa New York?  I have had other people speak in case the car is offended by a southern accent but that did not work either.  Points of interest-forget about it as it does not know what that is.  I say closest Chick Fil A, it responds with Chicken Delight or Chiquita Farms.  I have followed directions and ended up going in circles or no where close to where I should be and that is after getting the correct entry.   My previous car you had to manually punch in addresses and once in the unit held them on file so it was easy going forward.   I am not sure if this vehicle does this or not.I have not taken the car to the dealer because I have very few miles on it and am waiting on my first oil change",Navigation,Destination Input
6878,I have tried using the navigation system a few times verbally and it usually does not get the correct name or street address.  I end up using my cell phone which responds to verbal commands much better.  I also find that the system responses are difficult to hear when driving with the window open,Voice Recognition,Poor Recognition
11873,"All we want to do is enter the destination address and we still haven't figured out how.  The manual, which is quite long and only for the navigation system, is overly complicated.  I am going to the dealer to get instruction in how to operate.  They need Apple to design their program.  Needs to be much more user-friendly.",Navigation,Destination Input
16741,"This switch is a multi-directional, multi-function switch.  Many people will not start at the manual to understand how to operate this switch.  Adding in the proximity of the switch to the face of the operator, for some people it can be difficult to read the icons.",Sunroof Switch,DTU
18210,Power outlet is in a location that has a closing cover which can not be closed if using adapter for a radar detector or other device.,Power Outlet,Poor Location
9444,Sometimes does not interrupt street names correctly.,Voice Recognition,Poor Recognition
467,Hard to find in the console compartment,USB/Aux In,Poor Location
7677,Live traffic is not working too. Was told at the time of purchase that Ford is experiencing temporary problems with Sirius. Any idea when this will be resolved? (Copied from AEN97): Poor voice recognition,Voice Recognition,Poor Recognition
11321,"No one can hear me when I talk on the phone but when I unpaid my phone and use the speaker on my phone, it is fine",Bluetooth,Call Quality
17197,"There's no option for a front passenger to see what's playing on the screen unless the car is in park. Which means that when my husband is driving, and I want to start or select menu options for a DVD that is playing in the back for my toddler, I have to unbuckle and view the rear screen to know what I need to select on the front menu. The vehicle also AUTOMATICALLY starts random audio playing when the car is started or a phone is plugged in. Which means that when there's a DVD in the player that has been stopped, and I have used & shut off (which the car displays as muted) the radio since the DVD was stopped, and we get back in the car after lunch, it AUTOMATICALLY starts the DVD, which we can't see because the screen is up and we can't hear because the sound is muted. So we go to start the movie for the toddler where it was paused 2 hours ago on our road trip, only to find out its been playing on mute since the last stop & I have to unbuckle again and use the rear screen to adjust!",Rear Seat Entertainment,DTU
11081,the system is not user friendly.  Have to use the book for instructions all the time.  very frustrating,Navigation,DTU
18453,When snowy the front bumper sensors constantly buzz,Not PPEC 7,Other
11127,When on a route and want to cancel hard to see and tell where to complete it at times.,Navigation,DTU
2207,(Copied from FCD97): The navigation system updating keeping from dropping call and not staying connected,Bluetooth,Connection Loss
8018,VOICE COMMANDS FOR ADDRESS INPUT ARE BASICALLY VOID,Voice Recognition,Poor Recognition
12424,(Copied from AEN97): Maps are not very current in my community.,Navigation,Out Dated
12640,"display confusing compared to 2011 Acadia, Icons too big so hides too much of road info. Doesn't show names of some roads.Print harder to read than 2011.",Navigation,Map Info
2229,my bluetooth lost all connection after a short time.,Bluetooth,Connection Loss
7028,"Sometimes, but not always voice recognition is misinterpretted.  Eventually she usually gets it or I just give up.",Voice Recognition,Poor Recognition
158,USB port is horribly located.  Once the cord is plugged in; the compartment door closes over the cord which cuts into it and frays.,USB/Aux In,Poor Location
9437,"Some English Words/ Street names aren't recognized, and some restaurants and company names in the navigation system. It didn't recognized 'In and Out Burger' and 'Nordstrom'",Voice Recognition,Poor Recognition
16534,the car is not optimized for having more than one connected device. both my husband and I have paired phones and it fails at it.,Bluetooth,Customer Expectation
15468,"Apple Car Play sometimes does not work, this could be a phone issue",Apple Car Play,Not Functioning
11272,"The only way I can use my navigation is through my calendar connected to the Volvo App.  However, I can not save these destinations to the car and I am always being taken the long way to a destination.  It is the most frustrating thing I have ever used.  Voice commands have been useless for me.",Navigation,DTU
7097,design not thought out properly,Voice Recognition,Poor Recognition
14036,"It doesn't recognize the name, doesn't have it in the car phone even though it is in the cell phone.",Bluetooth,Won't/Slow Pair
15497,The CAR PlAY feature doesn't always connect. I have brought it to the dealership and they tell me I didn't have the correct USB wire.  I purchased the wire they asked me to and I am still having issues connecting with CAR PLAY.  It shows Emergency connect and/or something of that nature a lot of times and doesn't always connect to CARPLAY,Apple Car Play,Not Functioning
5270,"When requesting a command (i.e. navigation - point of interest)  the navigation system will misinterpret what you are asking and offer to do something other than the command you have requested.  Eventually, frustration makes you switch to your phone, rather than miss a potential exit because you don't have time for the navigation system to understand your command.",Voice Recognition,Poor Recognition
21006,"1. The touchscreen isn't responsive enough, so I often have to touch a different station 3-4 times before it switches.  2. When the radio is on -- WHICH IS ALWAYS BECAUSE IT'S A STUPID DESIGN -- you can't hear the navigation instructions, as the nav voice is overpowered by the radio. I asked the dealer, but he didn't know how to resolve it. Not that it really matters now because, as I mentioned above, Apples maps is so inaccurate that I've ceased using the nag system. (Copied from FCD97): 1. I do not want to hear the beeping when the car thinks I'm too close to an object. I've turned the option off TWICE, but every time I start the car it comes back on. 2. What idiot designed the radio so its default is ON every time you start the engine? 3. The touch screen is somewhat unresponsive, so I often have to touch, for instance, a different radio station 3-4 times before it changes. 4. Sometimes, I have to try 2-3 times before the gear shift will go into reverse; it gets hung up in neutral. I did mention this to the dealership, and they're aware of it.",Display,Touchscreen Unresponsive
96,Just one lone port on this level of vehicle? And hidden inside a hinged compartment without ease of access. It's a process atZZZhing and removing devices.,USB/Aux In,Poor Location
5859,doesn't understand my voice,Voice Recognition,Poor Recognition
7813,The system provide completely irrelevant options when stating a person's name.,Voice Recognition,Poor Recognition
11044,(Copied from AEN97): The Nav system is difficult to navigate.  It is clearly old technology.,Navigation,DTU
13183,"(Copied from AEN97): The navigation system is very slow to load, especially once an address is typed in and waiting for directions...typically just use maps on my phone.  Also, have had several glitches with the screen...have to touch screen / push buttons several times to get it to respond/slow to respond and/or return to home screen, etc.  Waiting for updates to come out and see if that fixes some of the issues.",Navigation,Slow
16245,"(Copied from AEN97): We bought the car in CA and drove it home to Seattle, WA. Often, the satellite radio goes out, does not come back, and we have to go to """"Radio"""" then back to """"satellite"""" to get service with the satellite radio.",XM Radio,Poor Reception
